"English Name","Japanese Name","Genre 1","Genre 2","Genre 3","Genre 4","Genre 5","Genre 6","Studio","Season","Episodes","Synopsis","ID","Ratings"
"Delicious in Dungeon","ダンジョン飯","Adventure","Comedy","Fantasy","","","","Trigger","S1: Winter 2024","24","Adventuring knight Laios Touden leads a small party through a seemingly endless dungeon, a subterranean maze full of dangerous monsters and precarious traps. Through the use of advanced magic, an explorer can sometimes be resurrected, allowing them to learn from past mistakes and give traversing the dungeon another go. However, when a powerful dragon eats Falin, Laios' spellcasting sister, she sends her brother and his companions back to the beginning to save them from permanent ends.

Though strapped for cash and equipment, Laios resolves to fight his way through the dungeon and rescue Falin before she can be digested by the dragon. Despite some of Laios' allies abandoning him, two remain by his side: elven mage Marcille Donato and halfling locksmith Chilchuck Tims. Due to their lack of funds, the party faces the daunting prospect of starving before being able to complete their quest. However, they find salvation in Senshi, a dwarven warrior with a penchant for cooking and safely eating defeated monsters.

With Senshi's culinary expertise, Laios and his companions struggle through the dungeon while learning about gourmet dining—and each other—along the way.","101","9"
"Plastic Memories","プラスティック・メモリーズ","Drama","Romance","Sci-Fi","","","","Doga Kobo","S1: Spring 2015","13","Eighteen-year-old Tsukasa Mizugaki has failed his college entrance exams, but after pulling some strings, he manages to land a job at the Sion Artificial Intelligence Corporation. SAI Corp is responsible for the creation of ""Giftias""—highly advanced androids which are almost indiscernible from normal humans. However, unlike humans, Giftias have a maximum lifespan of 81,920 hours, or around nine years and four months. Terminal Service One, the station Tsukasa was assigned to, is responsible for collecting Giftias that have met their expiration date, before they lose their memories and become hostile.

Promptly after joining Terminal Service One, Tsukasa is partnered with a beautiful Giftia named Isla. She is a Terminal Service veteran and considered the best in Giftia retrievals, contrary to her petite figure and placid nature. Time is fleeting though, and Tsukasa must come to terms with his feelings for Isla before her time is up. No matter how much someone desires it, nothing lasts forever.","102","N/A"
"Vinland Saga","ヴィンランド・サガ","Action","Adventure","Drama","Gore","Historical","","Wit Studio -> MAPPA","S1: Summer 2019, S2: Winter 2023","48","Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It's said to be warm and fertile, a place where there would be no need for fighting—not at all like the frozen village in Iceland where he was born, and certainly not like his current life as a mercenary. War is his home now. Though his father once told him, ""You have no enemies, nobody does. There is nobody who it's okay to hurt,"" as he grew, Thorfinn knew that nothing was further from the truth.

The war between England and the Danes grows worse with each passing year. Death has become commonplace, and the viking mercenaries are loving every moment of it. Allying with either side will cause a massive swing in the balance of power, and the vikings are happy to make names for themselves and take any spoils they earn along the way. Among the chaos, Thorfinn must take his revenge and kill Askeladd, the man who murdered his father. The only paradise for the vikings, it seems, is the era of war and death that rages on.","103","N/A"
"Spy x Family","SPY×FAMILY","Action","Comedy","Slice of Life","","","","Wit Studio, CloverWorks","S1P1: Spring 2022, S1P2: Fall 2022, S2: Fall 2023, Movie: Fall 2023","37+1","Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.

In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion.

Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.","104","N/A"
"Look Back","ルックバック","Drama","","","","","","Studio DURIAN","Summer 2024","1","Fourth-grader Ayumu Fujino regularly draws four-panel manga for her school newspaper and is lauded as having the best artwork in her class. One day, she is asked by her teacher to turn over one of her manga slots in the school newspaper to a truant student named Kyomoto. When Kyomoto's manga pops up alongside Fujino's, it receives high praises for its detailed artwork, making Fujino furiously jealous.

Refusing to be beaten by someone who barely attends school, Fujino devotes herself to learning to create manga. As time goes on though, her goal of outshining Kyomoto seems to only get further and further away, and Fujino, now in sixth grade, eventually gives up and quits making manga.

Graduation day arrives, and Fujino is asked to deliver Kyomoto's graduation certificate to her. Through chance, the two end up coming face to face, and their unexpected meeting will end up having consequences far beyond what either of them could ever predict.","105","9.5"
"Pseudo Harem","疑似ハーレム","Romance","Comedy","School","","","","Nomad","S1: Summer 2024","12","Eiji Kitahama has a dream shared by many high school guys: to be popular and have a harem of girls fawning over him. Luckily for him, his new junior in the drama club, Rin Nanakura, has decided to help him realize this wish. Using her impressive acting abilities, she takes on many personalities, from teasing to calm and collected, to play characters in Eiji's simulated harem.

As her connection with Eiji deepens, Rin expands her repertoire, quickly swapping between characters while enjoying high school life together in the club. Through her acting, the real Rin Nanakura tries her best to win Eiji's heart.","106","7.5"
"Dandadan","ダンダダン","Action","Comedy","Supernatural","","","","Science SARU","S1: Fall 2024","12","Reeling from her recent breakup, Momo Ayase, a popular high schooler, shows kindness to her socially awkward schoolmate, Ken Takakura, by standing up to his bullies. Ken misunderstands her intentions, believing he has made a new friend who shares his obsession with aliens and UFOs. However, Momo's own eccentric occult beliefs lie in the supernatural realm; she thinks aliens do not exist. A rivalry quickly brews as each becomes determined to prove the other wrong.

Despite their initial clash over their opposing beliefs, Momo and Ken form an unexpected but intimate friendship, a bond forged in a series of supernatural battles and bizarre encounters with urban legends and paranormal entities. As both develop unique superhuman abilities, they learn to supplement each other's weaknesses, leading them to wonder if their newfound partnership may be about more than just survival.","107","8.5"
"Jellyfish Can't Swim in the Night","夜のクラゲは泳げない","Drama","Music","","","","","Doga Kobo","S1: Spring 2024","12","Mahiru Kouzuki, a skilled artist, gives up on her passion after her elementary school classmates ridicule her colorful jellyfish mural. Several years later, upon encountering an unexpected admirer in Kano Yamanouchi—a former idol with a troubled past—Mahiru decides to pursue her childhood dreams once more.

Tasked with designing the mascot for Kano's new music project, JELEE, Mahiru enlists the help of her childhood friend and professional streamer Kiui Watase to make JELEE's first music video. Together with Kim Anouk Mei Takanashi, a pianist and fan of Kano's work as an idol, the girls aim to turn JELEE into a global hit. However, if they want to succeed in this ambitious endeavor, they will first have to free themselves from the shackles of their pasts.","108","7"
"Bang Dream! It's MyGo!!!!!","バンドリ！It's MyGO!!!!!","Drama","Music","","","","","SANZIGEN","S1: Summer 2023, S2: Winter 2025","26","In their last year of middle school, the five band members of CRYCHIC went their separate ways after an unpleasant disbandment. Each wrestling with their own regrets, the girls enrolled in different high schools, hoping never to hear from one another again.

Meanwhile, Anon Chihaya transfers to Haneoka Girls' Academy in the middle of the school year. As most students play in a band as a hobby, Anon desires to fit in and spends her first days trying to recruit members for her own band, envisioning herself as the group's vocalist. She befriends Tomori Takamatsu, a shy girl who seems interested but hesitant about joining. As it turns out, Tomori used to be part of CRYCHIC, an experience that has scarred her deeply.

Through Tomori, Anon meets Taki Shiina and Soyo Nagasaki, both former members of the same band. Although Taki detests the idea of playing with Anon, Soyo is delighted to help her out. Now with Soyo by her side, Anon's dream of forming a band is within reach—if only she could find a few more members.","109","9"
"Cyberpunk Edgerunners","サイバーパンク エッジランナーズ","Gore","Action","Sci-Fi","","","","Trigger","Summer 2022","10","","110","N/A"
